vendor,service_name,description,sku,os_type,currency,billing_type,unit_price,reservation_term,azure_region
Azure,Virtual Machines,Virtual Machines BS Series - B4ms - EU West,B4MS,LINUX,USD,ANNUAL,1594.32,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series - B4ms - US Central,B4MS,LINUX,USD,ANNUAL,1664.40,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series - B4ms - US East 2,B4MS,LINUX,USD,ANNUAL,1384.08,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series - B8ms - EU North,B8MS,LINUX,USD,ANNUAL,3030.96,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series - B8ms - EU West,B8MS,LINUX,USD,ANNUAL,3197.40,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series - B8ms - US Central,B8MS,LINUX,USD,ANNUAL,3320.04,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series - B8ms - US East 2,B8MS,LINUX,USD,ANNUAL,2768.16,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B12ms - EU North,B12MS,WINDOWS,USD,ANNUAL,4940.64,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B12ms - EU West,B12MS,WINDOWS,USD,ANNUAL,5194.68,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B12ms - US Central,B12MS,WINDOWS,USD,ANNUAL,5387.40,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B12ms - US East 2,B12MS,WINDOWS,USD,ANNUAL,4555.20,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B16ms - EU North,B16MS,WINDOWS,USD,ANNUAL,6587.52,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B16ms - EU West,B16MS,WINDOWS,USD,ANNUAL,6920.40,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B16ms - US Central,B16MS,WINDOWS,USD,ANNUAL,7183.20,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B16ms - US East 2,B16MS,WINDOWS,USD,ANNUAL,6079.44,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ls - EU North,B1LS,WINDOWS,USD,ANNUAL,67.45,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ls - EU West,B1LS,WINDOWS,USD,ANNUAL,88.21,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ls - US Central,B1LS,WINDOWS,USD,ANNUAL,89.88,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ls - US East 2,B1LS,WINDOWS,USD,ANNUAL,81.56,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ms - EU North,B1MS,WINDOWS,USD,ANNUAL,218.12,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ms - EU West,B1MS,WINDOWS,USD,ANNUAL,230.39,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ms - US Central,B1MS,WINDOWS,USD,ANNUAL,241.78,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1ms - US East 2,B1MS,WINDOWS,USD,ANNUAL,204.98,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1s - EU North,B1S,WINDOWS,USD,ANNUAL,127.37,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1s - EU West,B1S,WINDOWS,USD,ANNUAL,133.15,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1s - US Central,B1S,WINDOWS,USD,ANNUAL,137.36,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B1s - US East 2,B1S,WINDOWS,USD,ANNUAL,116.51,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B20ms - EU North,B20MS,WINDOWS,USD,ANNUAL,8234.40,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B20ms - EU West,B20MS,WINDOWS,USD,ANNUAL,8654.88,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B20ms - US Central,B20MS,WINDOWS,USD,ANNUAL,8970.24,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B20ms - US East 2,B20MS,WINDOWS,USD,ANNUAL,7586.16,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2ms - EU North,B2MS,WINDOWS,USD,ANNUAL,825.19,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2ms - EU West,B2MS,WINDOWS,USD,ANNUAL,865.49,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2ms - US Central,B2MS,WINDOWS,USD,ANNUAL,898.78,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2ms - US East 2,B2MS,WINDOWS,USD,ANNUAL,758.62,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2s - EU North,B2S,WINDOWS,USD,ANNUAL,445.88,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2s - EU West,B2S,WINDOWS,USD,ANNUAL,466.03,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2s - US Central,B2S,WINDOWS,USD,ANNUAL,481.80,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B2s - US East 2,B2S,WINDOWS,USD,ANNUAL,412.60,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B4ms - EU North,B4MS,WINDOWS,USD,ANNUAL,1646.88,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B4ms - EU West,B4MS,WINDOWS,USD,ANNUAL,1734.48,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B4ms - US Central,B4MS,WINDOWS,USD,ANNUAL,1795.80,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B4ms - US East 2,B4MS,WINDOWS,USD,ANNUAL,1515.48,0,US East 2
Azure,Virtual Machines,Virtual Machines BS Series Windows - B8ms - EU North,B8MS,WINDOWS,USD,ANNUAL,3302.52,0,EU North
Azure,Virtual Machines,Virtual Machines BS Series Windows - B8ms - EU West,B8MS,WINDOWS,USD,ANNUAL,3460.20,0,EU West
Azure,Virtual Machines,Virtual Machines BS Series Windows - B8ms - US Central,B8MS,WINDOWS,USD,ANNUAL,3582.84,0,US Central
Azure,Virtual Machines,Virtual Machines BS Series Windows - B8ms - US East 2,B8MS,WINDOWS,USD,ANNUAL,3039.72,0,US East 2
Azure,Virtual Machines,Virtual Machines BS VDI Series - B2msh - EU North,B2MSH,LINUX,USD,ANNUAL,341.20,0,EU North
Azure,Virtual Machines,Virtual Machines BS VDI Series - B2msh - EU West,B2MSH,LINUX,USD,ANNUAL,359.51,0,EU West
Azure,Virtual Machines,Virtual Machines BS VDI Series - B2msh - US Central,B2MSH,LINUX,USD,ANNUAL,373.70,0,US Central
Azure,Virtual Machines,Virtual Machines BS VDI Series - B2msh - US East 2,B2MSH,LINUX,USD,ANNUAL,311.24,0,US East 2
Azure,Virtual Machines,Virtual Machines BS VDI Series - B4msh - EU North,B4MSH,LINUX,USD,ANNUAL,682.40,0,EU North
Azure,Virtual Machines,Virtual Machines BS VDI Series - B4msh - EU West,B4MSH,LINUX,USD,ANNUAL,717.36,0,EU West
Azure,Virtual Machines,Virtual Machines BS VDI Series - B4msh - US Central,B4MSH,LINUX,USD,ANNUAL,745.65,0,US Central
Azure,Virtual Machines,Virtual Machines BS VDI Series - B4msh - US East 2,B4MSH,LINUX,USD,ANNUAL,621.70,0,US East 2
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B2msh - EU North,B2MSH,WINDOWS,USD,ANNUAL,371.16,0,EU North
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B2msh - EU West,B2MSH,WINDOWS,USD,ANNUAL,389.47,0,EU West
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B2msh - US Central,B2MSH,WINDOWS,USD,ANNUAL,404.45,0,US Central
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B2msh - US East 2,B2MSH,WINDOWS,USD,ANNUAL,341.20,0,US East 2
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B4msh - EU North,B4MSH,WINDOWS,USD,ANNUAL,741.10,0,EU North
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B4msh - EU West,B4MSH,WINDOWS,USD,ANNUAL,786.47,0,EU West
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B4msh - US Central,B4MSH,WINDOWS,USD,ANNUAL,817.22,0,US Central
Azure,Virtual Machines,Virtual Machines BS VDI Series Windows - B4msh - US East 2,B4MSH,WINDOWS,USD,ANNUAL,681.62,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F16s v2 - EU North,F16S_V2,LINUX,USD,ANNUAL,6394.80,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F16s v2 - EU West,F16S_V2,LINUX,USD,ANNUAL,6456.12,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F16s v2 - US Central,F16S_V2,LINUX,USD,ANNUAL,6790.75,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F16s v2 - US East 2,F16S_V2,LINUX,USD,ANNUAL,5632.68,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F2s v2 - EU North,F2S_V2,LINUX,USD,ANNUAL,798.91,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F2s v2 - EU West,F2S_V2,LINUX,USD,ANNUAL,807.67,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F2s v2 - US Central,F2S_V2,LINUX,USD,ANNUAL,849.72,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F2s v2 - US East 2,F2S_V2,LINUX,USD,ANNUAL,704.30,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F32s v2 - EU North,F32S_V2,LINUX,USD,ANNUAL,12780.84,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F32s v2 - EU West,F32S_V2,LINUX,USD,ANNUAL,12912.24,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F32s v2 - US Central,F32S_V2,LINUX,USD,ANNUAL,13578.00,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F32s v2 - US East 2,F32S_V2,LINUX,USD,ANNUAL,11256.60,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F48s v2 - EU North,F48S_V2,LINUX,USD,ANNUAL,19175.64,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F48s v2 - EU West,F48S_V2,LINUX,USD,ANNUAL,19377.12,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F48s v2 - US Central,F48S_V2,LINUX,USD,ANNUAL,20375.76,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F48s v2 - US East 2,F48S_V2,LINUX,USD,ANNUAL,16898.04,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F4s v2 - EU North,F4S_V2,LINUX,USD,ANNUAL,1594.32,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F4s v2 - EU West,F4S_V2,LINUX,USD,ANNUAL,1611.84,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F4s v2 - US Central,F4S_V2,LINUX,USD,ANNUAL,1697.69,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F4s v2 - US East 2,F4S_V2,LINUX,USD,ANNUAL,1406.86,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F64s v2 - EU North,F64S_V2,LINUX,USD,ANNUAL,25579.20,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F64s v2 - EU West,F64S_V2,LINUX,USD,ANNUAL,25842.00,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F64s v2 - US Central,F64S_V2,LINUX,USD,ANNUAL,27156.00,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F64s v2 - US East 2,F64S_V2,LINUX,USD,ANNUAL,22513.20,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F72s v2 - EU North,F72S_V2,LINUX,USD,ANNUAL,28732.80,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F72s v2 - EU West,F72S_V2,LINUX,USD,ANNUAL,29083.20,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F72s v2 - US Central,F72S_V2,LINUX,USD,ANNUAL,30572.40,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F72s v2 - US East 2,F72S_V2,LINUX,USD,ANNUAL,25316.40,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series - F8s v2 - EU North,F8S_V2,LINUX,USD,ANNUAL,3195.65,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series - F8s v2 - EU West,F8S_V2,LINUX,USD,ANNUAL,3232.44,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series - F8s v2 - US Central,F8S_V2,LINUX,USD,ANNUAL,3395.38,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series - F8s v2 - US East 2,F8S_V2,LINUX,USD,ANNUAL,2811.96,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F16s v2 - EU North,F16S_V2,WINDOWS,USD,ANNUAL,12518.04,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F16s v2 - EU West,F16S_V2,WINDOWS,USD,ANNUAL,12325.32,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F16s v2 - US Central,F16S_V2,WINDOWS,USD,ANNUAL,12912.24,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F16s v2 - US East 2,F16S_V2,WINDOWS,USD,ANNUAL,10836.12,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F2s v2 - EU North,F2S_V2,WINDOWS,USD,ANNUAL,1564.54,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F2s v2 - EU West,F2S_V2,WINDOWS,USD,ANNUAL,1540.01,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F2s v2 - US Central,F2S_V2,WINDOWS,USD,ANNUAL,1611.84,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F2s v2 - US East 2,F2S_V2,WINDOWS,USD,ANNUAL,1356.92,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F32s v2 - EU North,F32S_V2,WINDOWS,USD,ANNUAL,24966.00,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F32s v2 - EU West,F32S_V2,WINDOWS,USD,ANNUAL,24641.88,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F32s v2 - US Central,F32S_V2,WINDOWS,USD,ANNUAL,25842.00,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F32s v2 - US East 2,F32S_V2,WINDOWS,USD,ANNUAL,21672.24,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F48s v2 - EU North,F48S_V2,WINDOWS,USD,ANNUAL,37492.80,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F48s v2 - EU West,F48S_V2,WINDOWS,USD,ANNUAL,37668.00,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F48s v2 - US Central,F48S_V2,WINDOWS,USD,ANNUAL,38719.20,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F48s v2 - US East 2,F48S_V2,WINDOWS,USD,ANNUAL,35302.80,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F4s v2 - EU North,F4S_V2,WINDOWS,USD,ANNUAL,3127.32,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F4s v2 - EU West,F4S_V2,WINDOWS,USD,ANNUAL,3083.52,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F4s v2 - US Central,F4S_V2,WINDOWS,USD,ANNUAL,3232.44,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F4s v2 - US East 2,F4S_V2,WINDOWS,USD,ANNUAL,2712.97,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F64s v2 - EU North,F64S_V2,WINDOWS,USD,ANNUAL,50063.40,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F64s v2 - EU West,F64S_V2,WINDOWS,USD,ANNUAL,49231.20,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F64s v2 - US Central,F64S_V2,WINDOWS,USD,ANNUAL,51666.48,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F64s v2 - US East 2,F64S_V2,WINDOWS,USD,ANNUAL,43274.40,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F72s v2 - EU North,F72S_V2,WINDOWS,USD,ANNUAL,56326.80,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F72s v2 - EU West,F72S_V2,WINDOWS,USD,ANNUAL,55450.80,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F72s v2 - US Central,F72S_V2,WINDOWS,USD,ANNUAL,58078.80,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F72s v2 - US East 2,F72S_V2,WINDOWS,USD,ANNUAL,48793.20,0,US East 2
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F8s v2 - EU North,F8S_V2,WINDOWS,USD,ANNUAL,6254.64,0,EU North
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F8s v2 - EU West,F8S_V2,WINDOWS,USD,ANNUAL,6158.28,0,EU West
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F8s v2 - US Central,F8S_V2,WINDOWS,USD,ANNUAL,6456.12,0,US Central
Azure,Virtual Machines,Virtual Machines FSv2 Series Windows - F8s v2 - US East 2,F8S_V2,WINDOWS,USD,ANNUAL,5413.68,0,US East 2
Azure,Virtual Machines,Virtual Machines H Promo Series - H16 - EU North,H16,LINUX,USD,ANNUAL,9636.00,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H16 - EU West,H16,LINUX,USD,ANNUAL,10336.80,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series - H16m - EU North,H16M,LINUX,USD,ANNUAL,12964.80,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H16m - EU West,H16M,LINUX,USD,ANNUAL,13840.80,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series - H16mr - EU North,H16MR,LINUX,USD,ANNUAL,14191.20,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H16mr - EU West,H16MR,LINUX,USD,ANNUAL,14016.00,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series - H16r - EU North,H16R,LINUX,USD,ANNUAL,10687.20,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H16r - EU West,H16R,LINUX,USD,ANNUAL,11300.40,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series - H8 - EU North,H8,LINUX,USD,ANNUAL,4844.28,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H8 - EU West,H8,LINUX,USD,ANNUAL,5159.64,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series - H8m - EU North,H8M,LINUX,USD,ANNUAL,6491.16,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series - H8m - EU West,H8M,LINUX,USD,ANNUAL,6911.64,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16 - EU North,H16,WINDOWS,USD,ANNUAL,15855.60,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16 - EU West,H16,WINDOWS,USD,ANNUAL,16381.20,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16m - EU North,H16M,WINDOWS,USD,ANNUAL,19096.80,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16m - EU West,H16M,WINDOWS,USD,ANNUAL,19885.20,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16mr - EU North,H16MR,WINDOWS,USD,ANNUAL,20410.80,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16mr - EU West,H16MR,WINDOWS,USD,ANNUAL,20148.00,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16r - EU North,H16R,WINDOWS,USD,ANNUAL,16731.60,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H16r - EU West,H16R,WINDOWS,USD,ANNUAL,17520.00,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H8 - EU North,H8,WINDOWS,USD,ANNUAL,7910.28,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H8 - EU West,H8,WINDOWS,USD,ANNUAL,8225.64,0,EU West
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H8m - EU North,H8M,WINDOWS,USD,ANNUAL,9460.80,0,EU North
Azure,Virtual Machines,Virtual Machines H Promo Series Windows - H8m - EU West,H8M,WINDOWS,USD,ANNUAL,9898.80,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H16 - EU North,H16,LINUX,USD,ANNUAL,16153.44,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H16 - EU West,H16,LINUX,USD,ANNUAL,17187.12,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H16m - EU North,H16M,LINUX,USD,ANNUAL,21645.96,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H16m - EU West,H16M,LINUX,USD,ANNUAL,23030.04,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H16mr - EU North,H16MR,LINUX,USD,ANNUAL,23809.68,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H16mr - EU West,H16MR,LINUX,USD,ANNUAL,25325.16,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H16r - EU North,H16R,LINUX,USD,ANNUAL,17774.04,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H16r - EU West,H16R,LINUX,USD,ANNUAL,18895.32,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H8 - EU North,H8,LINUX,USD,ANNUAL,8076.72,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H8 - EU West,H8,LINUX,USD,ANNUAL,8584.80,0,EU West
Azure,Virtual Machines,Virtual Machines H Series - H8m - EU North,H8M,LINUX,USD,ANNUAL,10827.36,0,EU North
Azure,Virtual Machines,Virtual Machines H Series - H8m - EU West,H8M,LINUX,USD,ANNUAL,11510.64,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H16 - EU North,H16,WINDOWS,USD,ANNUAL,25176.24,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H16 - EU West,H16,WINDOWS,USD,ANNUAL,28382.40,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H16m - EU North,H16M,WINDOWS,USD,ANNUAL,33726.00,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H16m - EU West,H16M,WINDOWS,USD,ANNUAL,38035.92,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H16mr - EU North,H16MR,WINDOWS,USD,ANNUAL,37098.60,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H16mr - EU West,H16MR,WINDOWS,USD,ANNUAL,41837.76,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H16r - EU North,H16R,WINDOWS,USD,ANNUAL,27699.12,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H16r - EU West,H16R,WINDOWS,USD,ANNUAL,31220.64,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H8 - EU North,H8,WINDOWS,USD,ANNUAL,12588.12,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H8 - EU West,H8,WINDOWS,USD,ANNUAL,14199.96,0,EU West
Azure,Virtual Machines,Virtual Machines H Series Windows - H8m - EU North,H8M,WINDOWS,USD,ANNUAL,16871.76,0,EU North
Azure,Virtual Machines,Virtual Machines H Series Windows - H8m - EU West,H8M,WINDOWS,USD,ANNUAL,19017.96,0,EU West
Azure,Virtual Machines,Virtual Machines HBS Series - HB60rs - EU West,HB60RS,LINUX,USD,ANNUAL,24615.60,0,EU West
Azure,Virtual Machines,Virtual Machines HBS Series Windows - HB60rs - EU West,HB60RS,WINDOWS,USD,ANNUAL,47566.80,0,EU West
Azure,Virtual Machines,Virtual Machines HCS Series - HC44rs - EU West,HC44RS,LINUX,USD,ANNUAL,34164.00,0,EU West
Azure,Virtual Machines,Virtual Machines HCS Series Windows - HC44rs - EU West,HC44RS,WINDOWS,USD,ANNUAL,51070.80,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series - L16s - EU West,L16S,LINUX,USD,ANNUAL,12386.64,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series - L16s - US East 2,L16S,LINUX,USD,ANNUAL,11423.04,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series - L32s  - US East 2,L32S,LINUX,USD,ANNUAL,22854.84,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series - L32s - EU West,L32S,LINUX,USD,ANNUAL,24764.52,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series - L4s - EU West,L4S,LINUX,USD,ANNUAL,3092.28,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series - L4s - US East 2,L4S,LINUX,USD,ANNUAL,2855.76,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series - L8s - EU West,L8S,LINUX,USD,ANNUAL,6193.32,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series - L8s - US East 2,L8S,LINUX,USD,ANNUAL,5711.52,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series Windows - L16s - EU West,L16S,WINDOWS,USD,ANNUAL,18509.88,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series Windows - L16s - US East 2,L16S,WINDOWS,USD,ANNUAL,18159.48,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series Windows - L32s  - US East 2,L32S,WINDOWS,USD,ANNUAL,36327.72,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series Windows - L32s - EU West,L32S,WINDOWS,USD,ANNUAL,37019.76,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series Windows - L4s - EU West,L4S,WINDOWS,USD,ANNUAL,4625.28,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series Windows - L4s - US East 2,L4S,WINDOWS,USD,ANNUAL,4546.44,0,US East 2
Azure,Virtual Machines,Virtual Machines LS Series Windows - L8s - EU West,L8S,WINDOWS,USD,ANNUAL,9250.56,0,EU West
Azure,Virtual Machines,Virtual Machines LS Series Windows - L8s - US East 2,L8S,WINDOWS,USD,ANNUAL,9075.36,0,US East 2
Azure,Virtual Machines,Virtual Machines LSv2 Series - L16s v2 - EU North,L16S_V2,LINUX,USD,ANNUAL,11388.00,0,EU North
Azure,Virtual Machines,Virtual Machines LSv2 Series - L16s v2 - EU West,L16S_V2,LINUX,USD,ANNUAL,12386.64,0,EU West
Azure,Virtual Machines,Virtual Machines LSv2 Series - L16s v2 - US East 2,L16S_V2,LINUX,USD,ANNUAL,10389.36,0,US East 2
Azure,Virtual Machines,Virtual Machines LSv2 Series - L32s v2 - EU North,L32S_V2,LINUX,USD,ANNUAL,22863.60,0,EU North
Azure,Virtual Machines,Virtual Machines LSv2 Series - L32s v2 - EU West,L32S_V2,LINUX,USD,ANNUAL,24764.52,0,EU West
Azure,Virtual Machines,Virtual Machines LSv2 Series - L32s v2 - US East 2,L32S_V2,LINUX,USD,ANNUAL,20769.96,0,US East 2
