vendor,service_name,UPPER(sku),os_type,currency,billing_type,unit_price,reservation_term,azure_region
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,2540.664,3,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,23562.52416,,CN EAST 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,23562.52416,,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,15506.0004,1,CN EAST 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,15506.0004,1,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,13575.3336,3,CN EAST 2
Azure,Virtual Machines,D4D_V4,Windows,CNY,ANNUAL,13575.3336,3,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,14533.72956,,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,14533.72956,,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,4470.996,1,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,4470.996,1,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,2540.664,3,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Linux,CNY,ANNUAL,2540.664,3,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,23562.52416,,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,23562.52416,,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,15506.0004,1,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,15506.0004,1,CN NORTH 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,13575.3336,3,CN EAST 2
Azure,Virtual Machines,D4DS_V4,Windows,CNY,ANNUAL,13575.3336,3,CN NORTH 2
Azure,Virtual Machines,D4S_V3,Linux,CNY,ANNUAL,11833.857,,CN EAST 2
Azure,Virtual Machines,D4S_V3,Linux,CNY,ANNUAL,11833.857,,CN NORTH 2
Azure,Virtual Machines,D4S_V3,Linux,CNY,ANNUAL,3507,1,CN EAST 2
Azure,Virtual Machines,D4S_V3,Linux,CNY,ANNUAL,3507,1,CN NORTH 2
Azure,Virtual Machines,D4S_V3,Windows,CNY,ANNUAL,20774.9934,,CN EAST 2
Azure,Virtual Machines,D4S_V3,Windows,CNY,ANNUAL,20774.9934,,CN NORTH 2
Azure,Virtual Machines,D4S_V3,Windows,CNY,ANNUAL,10611.96,1,CN EAST 2
Azure,Virtual Machines,D4S_V3,Windows,CNY,ANNUAL,10611.96,1,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,11851.38864,,CN EAST 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,11851.38864,,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,3441,1,CN EAST 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,3441,1,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,1982.328,3,CN EAST 2
Azure,Virtual Machines,D4S_V4,Linux,CNY,ANNUAL,1982.328,3,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,20932.77816,,CN EAST 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,20932.77816,,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,14475,1,CN EAST 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,14475,1,CN NORTH 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,13017,3,CN EAST 2
Azure,Virtual Machines,D4S_V4,Windows,CNY,ANNUAL,13017,3,CN NORTH 2
Azure,Virtual Machines,D5_V2,Linux,CNY,ANNUAL,67558.17474,,CN EAST 2
Azure,Virtual Machines,D5_V2,Linux,CNY,ANNUAL,67558.17474,,CN NORTH 2
Azure,Virtual Machines,D5_V2,Linux,CNY,ANNUAL,17891.28,1,CN EAST 2
Azure,Virtual Machines,D5_V2,Linux,CNY,ANNUAL,17891.28,1,CN NORTH 2
Azure,Virtual Machines,D5_V2,Windows,CNY,ANNUAL,70783.9965,,CN EAST 2
Azure,Virtual Machines,D5_V2,Windows,CNY,ANNUAL,70783.9965,,CN NORTH 2
Azure,Virtual Machines,D5_V2,Windows,CNY,ANNUAL,25132.32,1,CN EAST 2
Azure,Virtual Machines,D5_V2,Windows,CNY,ANNUAL,25132.32,1,CN NORTH 2
Azure,Virtual Machines,D64_V3,Linux,CNY,ANNUAL,190042.9776,,CN EAST 2
Azure,Virtual Machines,D64_V3,Linux,CNY,ANNUAL,190042.9776,,CN NORTH 2
Azure,Virtual Machines,D64_V3,Linux,CNY,ANNUAL,56104.68,1,CN EAST 2
Azure,Virtual Machines,D64_V3,Linux,CNY,ANNUAL,56104.68,1,CN NORTH 2
Azure,Virtual Machines,D64_V3,Windows,CNY,ANNUAL,333188.8182,,CN EAST 2
Azure,Virtual Machines,D64_V3,Windows,CNY,ANNUAL,333188.8182,,CN NORTH 2
Azure,Virtual Machines,D64_V3,Windows,CNY,ANNUAL,169708.68,1,CN EAST 2
Azure,Virtual Machines,D64_V3,Windows,CNY,ANNUAL,169708.68,1,CN NORTH 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,190042.9776,,CN EAST 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,190042.9776,,CN NORTH 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,55049.004,1,CN EAST 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,55049.004,1,CN NORTH 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,31716.996,3,CN EAST 2
Azure,Virtual Machines,D64_V4,Linux,CNY,ANNUAL,31716.996,3,CN NORTH 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,366761.9088,,CN EAST 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,366761.9088,,CN NORTH 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,231603,1,CN EAST 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,231603,1,CN NORTH 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,208271.6664,3,CN EAST 2
Azure,Virtual Machines,D64_V4,Windows,CNY,ANNUAL,208271.6664,3,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,232294.23,,CN EAST 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,232294.23,,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,71538,1,CN EAST 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,71538,1,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,40650.672,3,CN EAST 2
Azure,Virtual Machines,D64D_V4,Linux,CNY,ANNUAL,40650.672,3,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,377193.2346,,CN EAST 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,377193.2346,,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,248091.9996,1,CN EAST 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,248091.9996,1,CN NORTH 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,217205.3328,3,CN EAST 2
Azure,Virtual Machines,D64D_V4,Windows,CNY,ANNUAL,217205.3328,3,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,232294.23,,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,232294.23,,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,71538,1,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,71538,1,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,40650.672,3,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Linux,CNY,ANNUAL,40650.672,3,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,377193.2346,,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,377193.2346,,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,248091.9996,1,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,248091.9996,1,CN NORTH 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,217205.3328,3,CN EAST 2
Azure,Virtual Machines,D64DS_V4,Windows,CNY,ANNUAL,217205.3328,3,CN NORTH 2
Azure,Virtual Machines,D64S_V3,Linux,CNY,ANNUAL,190042.9776,,CN EAST 2
Azure,Virtual Machines,D64S_V3,Linux,CNY,ANNUAL,190042.9776,,CN NORTH 2
Azure,Virtual Machines,D64S_V3,Linux,CNY,ANNUAL,56104.68,1,CN EAST 2
Azure,Virtual Machines,D64S_V3,Linux,CNY,ANNUAL,56104.68,1,CN NORTH 2
Azure,Virtual Machines,D64S_V3,Windows,CNY,ANNUAL,333188.8182,,CN EAST 2
Azure,Virtual Machines,D64S_V3,Windows,CNY,ANNUAL,333188.8182,,CN NORTH 2
Azure,Virtual Machines,D64S_V3,Windows,CNY,ANNUAL,169708.68,1,CN EAST 2
Azure,Virtual Machines,D64S_V3,Windows,CNY,ANNUAL,169708.68,1,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,190130.6358,,CN EAST 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,190130.6358,,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,55049.004,1,CN EAST 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,55049.004,1,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,31716.996,3,CN EAST 2
Azure,Virtual Machines,D64S_V4,Linux,CNY,ANNUAL,31716.996,3,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,334941.9822,,CN EAST 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,334941.9822,,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,231603,1,CN EAST 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,231603,1,CN NORTH 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,208271.6664,3,CN EAST 2
Azure,Virtual Machines,D64S_V4,Windows,CNY,ANNUAL,208271.6664,3,CN NORTH 2
Azure,Virtual Machines,D8_V3,Linux,CNY,ANNUAL,23667.714,,CN EAST 2
Azure,Virtual Machines,D8_V3,Linux,CNY,ANNUAL,23667.714,,CN NORTH 2
Azure,Virtual Machines,D8_V3,Linux,CNY,ANNUAL,7012.92,1,CN EAST 2
Azure,Virtual Machines,D8_V3,Linux,CNY,ANNUAL,7012.92,1,CN NORTH 2
Azure,Virtual Machines,D8_V3,Windows,CNY,ANNUAL,41637.645,,CN EAST 2
Azure,Virtual Machines,D8_V3,Windows,CNY,ANNUAL,41637.645,,CN NORTH 2
Azure,Virtual Machines,D8_V3,Windows,CNY,ANNUAL,21224.04,1,CN EAST 2
Azure,Virtual Machines,D8_V3,Windows,CNY,ANNUAL,21224.04,1,CN NORTH 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,23755.3722,,CN EAST 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,23755.3722,,CN NORTH 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,6881.004,1,CN EAST 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,6881.004,1,CN NORTH 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,3964.668,3,CN EAST 2
Azure,Virtual Machines,D8_V4,Linux,CNY,ANNUAL,3964.668,3,CN NORTH 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,45836.47278,,CN EAST 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,45836.47278,,CN NORTH 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,28950,1,CN EAST 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,28950,1,CN NORTH 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,26034,3,CN EAST 2
Azure,Virtual Machines,D8_V4,Windows,CNY,ANNUAL,26034,3,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,29023.63002,,CN EAST 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,29023.63002,,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,8942.004,1,CN EAST 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,8942.004,1,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,5081.328,3,CN EAST 2
Azure,Virtual Machines,D8D_V4,Linux,CNY,ANNUAL,5081.328,3,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,47133.81414,,CN EAST 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,47133.81414,,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,31011.9996,1,CN EAST 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,31011.9996,1,CN NORTH 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,27150.6672,3,CN EAST 2
Azure,Virtual Machines,D8D_V4,Windows,CNY,ANNUAL,27150.6672,3,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,29023.63002,,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,29023.63002,,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,8942.004,1,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,8942.004,1,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,5081.328,3,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Linux,CNY,ANNUAL,5081.328,3,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,47133.81414,,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,47133.81414,,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,31011.9996,1,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,31011.9996,1,CN NORTH 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,27150.6672,3,CN EAST 2
Azure,Virtual Machines,D8DS_V4,Windows,CNY,ANNUAL,27150.6672,3,CN NORTH 2
Azure,Virtual Machines,D8S_V3,Linux,CNY,ANNUAL,23667.714,,CN EAST 2
Azure,Virtual Machines,D8S_V3,Linux,CNY,ANNUAL,23667.714,,CN NORTH 2
Azure,Virtual Machines,D8S_V3,Linux,CNY,ANNUAL,7012.92,1,CN EAST 2
Azure,Virtual Machines,D8S_V3,Linux,CNY,ANNUAL,7012.92,1,CN NORTH 2
Azure,Virtual Machines,D8S_V3,Windows,CNY,ANNUAL,41637.645,,CN EAST 2
Azure,Virtual Machines,D8S_V3,Windows,CNY,ANNUAL,41637.645,,CN NORTH 2
Azure,Virtual Machines,D8S_V3,Windows,CNY,ANNUAL,21224.04,1,CN EAST 2
Azure,Virtual Machines,D8S_V3,Windows,CNY,ANNUAL,21224.04,1,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,23764.13802,,CN EAST 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,23764.13802,,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,6881.004,1,CN EAST 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,6881.004,1,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,3964.668,3,CN EAST 2
Azure,Virtual Machines,D8S_V4,Linux,CNY,ANNUAL,3964.668,3,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,41874.32214,,CN EAST 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,41874.32214,,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,28950,1,CN EAST 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,28950,1,CN NORTH 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,26034,3,CN EAST 2
Azure,Virtual Machines,D8S_V4,Windows,CNY,ANNUAL,26034,3,CN NORTH 2
Azure,Virtual Machines,DS11_V2,Linux,CNY,ANNUAL,14305.81824,,CN EAST 2
Azure,Virtual Machines,DS11_V2,Linux,CNY,ANNUAL,14305.81824,,CN NORTH 2
Azure,Virtual Machines,DS11_V2,Linux,CNY,ANNUAL,5079.96,1,CN EAST 2
Azure,Virtual Machines,DS11_V2,Linux,CNY,ANNUAL,5079.96,1,CN NORTH 2
Azure,Virtual Machines,DS11_V2,Windows,CNY,ANNUAL,15541.79886,,CN EAST 2
Azure,Virtual Machines,DS11_V2,Windows,CNY,ANNUAL,15541.79886,,CN NORTH 2
Azure,Virtual Machines,DS11_V2,Windows,CNY,ANNUAL,5508.48,1,CN EAST 2
Azure,Virtual Machines,DS11_V2,Windows,CNY,ANNUAL,5508.48,1,CN NORTH 2
Azure,Virtual Machines,DS12-2_V2,Windows,CNY,ANNUAL,31057.30026,,CN EAST 2
Azure,Virtual Machines,DS12-2_V2,Windows,CNY,ANNUAL,31057.30026,,CN NORTH 2
Azure,Virtual Machines,DS12_V2,Linux,CNY,ANNUAL,28611.63648,,CN EAST 2
Azure,Virtual Machines,DS12_V2,Linux,CNY,ANNUAL,28611.63648,,CN NORTH 2
Azure,Virtual Machines,DS12_V2,Linux,CNY,ANNUAL,10160.04,1,CN EAST 2
Azure,Virtual Machines,DS12_V2,Linux,CNY,ANNUAL,10160.04,1,CN NORTH 2
Azure,Virtual Machines,DS12_V2,Windows,CNY,ANNUAL,31092.36354,,CN EAST 2
Azure,Virtual Machines,DS12_V2,Windows,CNY,ANNUAL,31092.36354,,CN NORTH 2
Azure,Virtual Machines,DS12_V2,Windows,CNY,ANNUAL,11026.08,1,CN EAST 2
Azure,Virtual Machines,DS12_V2,Windows,CNY,ANNUAL,11026.08,1,CN NORTH 2
Azure,Virtual Machines,DS13_V2,Linux,CNY,ANNUAL,57223.27296,,CN EAST 2
Azure,Virtual Machines,DS13_V2,Linux,CNY,ANNUAL,57223.27296,,CN NORTH 2
Azure,Virtual Machines,DS13_V2,Linux,CNY,ANNUAL,20320.08,1,CN EAST 2
Azure,Virtual Machines,DS13_V2,Linux,CNY,ANNUAL,20320.08,1,CN NORTH 2
Azure,Virtual Machines,DS13_V2,Windows,CNY,ANNUAL,62097.06888,,CN EAST 2
Azure,Virtual Machines,DS13_V2,Windows,CNY,ANNUAL,62097.06888,,CN NORTH 2
Azure,Virtual Machines,DS13_V2,Windows,CNY,ANNUAL,22061.04,1,CN EAST 2
Azure,Virtual Machines,DS13_V2,Windows,CNY,ANNUAL,22061.04,1,CN NORTH 2
Azure,Virtual Machines,DS14_V2,Linux,CNY,ANNUAL,114367.6535,,CN EAST 2
Azure,Virtual Machines,DS14_V2,Linux,CNY,ANNUAL,114367.6535,,CN NORTH 2
Azure,Virtual Machines,DS14_V2,Linux,CNY,ANNUAL,40640.16,1,CN EAST 2
Azure,Virtual Machines,DS14_V2,Linux,CNY,ANNUAL,40640.16,1,CN NORTH 2
Azure,Virtual Machines,DS14_V2,Windows,CNY,ANNUAL,124290.5618,,CN EAST 2
Azure,Virtual Machines,DS14_V2,Windows,CNY,ANNUAL,124290.5618,,CN NORTH 2
Azure,Virtual Machines,DS14_V2,Windows,CNY,ANNUAL,44157.84,1,CN EAST 2
Azure,Virtual Machines,DS14_V2,Windows,CNY,ANNUAL,44157.84,1,CN NORTH 2
Azure,Virtual Machines,DS15_V2,Linux,CNY,ANNUAL,142979.29,,CN EAST 2
Azure,Virtual Machines,DS15_V2,Linux,CNY,ANNUAL,142979.29,,CN NORTH 2
Azure,Virtual Machines,DS15_V2,Linux,CNY,ANNUAL,50800.32,1,CN EAST 2
Azure,Virtual Machines,DS15_V2,Linux,CNY,ANNUAL,50800.32,1,CN NORTH 2
Azure,Virtual Machines,DS15_V2,Windows,CNY,ANNUAL,155382.9253,,CN EAST 2
Azure,Virtual Machines,DS15_V2,Windows,CNY,ANNUAL,155382.9253,,CN NORTH 2
Azure,Virtual Machines,DS15_V2,Windows,CNY,ANNUAL,55192.8,1,CN EAST 2
Azure,Virtual Machines,DS15_V2,Windows,CNY,ANNUAL,55192.8,1,CN NORTH 2
Azure,Virtual Machines,DS15I_V2,Linux,CNY,ANNUAL,142983.6729,,CN EAST 2
Azure,Virtual Machines,DS15I_V2,Linux,CNY,ANNUAL,142983.6729,,CN NORTH 2
Azure,Virtual Machines,DS15I_V2,Windows,CNY,ANNUAL,155388.1848,,CN EAST 2
Azure,Virtual Machines,DS15I_V2,Windows,CNY,ANNUAL,155388.1848,,CN NORTH 2
Azure,Virtual Machines,DS1_V2,Linux,CNY,ANNUAL,4051.562004,,CN EAST 2
Azure,Virtual Machines,DS1_V2,Linux,CNY,ANNUAL,4051.562004,,CN NORTH 2
Azure,Virtual Machines,DS1_V2,Linux,CNY,ANNUAL,1073.04,1,CN EAST 2
Azure,Virtual Machines,DS1_V2,Linux,CNY,ANNUAL,1073.04,1,CN NORTH 2
Azure,Virtual Machines,DS1_V2,Windows,CNY,ANNUAL,4382.91,,CN EAST 2
Azure,Virtual Machines,DS1_V2,Windows,CNY,ANNUAL,4382.91,,CN NORTH 2
Azure,Virtual Machines,DS1_V2,Windows,CNY,ANNUAL,1553.4,1,CN EAST 2
Azure,Virtual Machines,DS1_V2,Windows,CNY,ANNUAL,1553.4,1,CN NORTH 2
Azure,Virtual Machines,DS2_V2,Linux,CNY,ANNUAL,8432.71884,,CN EAST 2
Azure,Virtual Machines,DS2_V2,Linux,CNY,ANNUAL,8432.71884,,CN NORTH 2
Azure,Virtual Machines,DS2_V2,Linux,CNY,ANNUAL,2233.56,1,CN EAST 2
Azure,Virtual Machines,DS2_V2,Linux,CNY,ANNUAL,2233.56,1,CN NORTH 2
Azure,Virtual Machines,DS2_V2,Windows,CNY,ANNUAL,9177.81354,,CN EAST 2
Azure,Virtual Machines,DS2_V2,Windows,CNY,ANNUAL,9177.81354,,CN NORTH 2
Azure,Virtual Machines,DS2_V2,Windows,CNY,ANNUAL,3258.72,1,CN EAST 2
Azure,Virtual Machines,DS2_V2,Windows,CNY,ANNUAL,3258.72,1,CN NORTH 2
Azure,Virtual Machines,DS3_V2,Linux,CNY,ANNUAL,16865.43768,,CN EAST 2
Azure,Virtual Machines,DS3_V2,Linux,CNY,ANNUAL,16865.43768,,CN NORTH 2
Azure,Virtual Machines,DS3_V2,Linux,CNY,ANNUAL,4467.36,1,CN EAST 2
Azure,Virtual Machines,DS3_V2,Linux,CNY,ANNUAL,4467.36,1,CN NORTH 2
Azure,Virtual Machines,DS3_V2,Windows,CNY,ANNUAL,18355.62708,,CN EAST 2
Azure,Virtual Machines,DS3_V2,Windows,CNY,ANNUAL,18355.62708,,CN NORTH 2
Azure,Virtual Machines,DS3_V2,Windows,CNY,ANNUAL,6508.44,1,CN EAST 2
Azure,Virtual Machines,DS3_V2,Windows,CNY,ANNUAL,6508.44,1,CN NORTH 2
Azure,Virtual Machines,DS4_V2,Linux,CNY,ANNUAL,33897.42594,,CN EAST 2
Azure,Virtual Machines,DS4_V2,Linux,CNY,ANNUAL,33897.42594,,CN NORTH 2
Azure,Virtual Machines,DS4_V2,Linux,CNY,ANNUAL,8978.52,1,CN EAST 2
Azure,Virtual Machines,DS4_V2,Linux,CNY,ANNUAL,8978.52,1,CN NORTH 2
Azure,Virtual Machines,DS4_V2,Windows,CNY,ANNUAL,36798.91236,,CN EAST 2
Azure,Virtual Machines,DS4_V2,Windows,CNY,ANNUAL,36798.91236,,CN NORTH 2
Azure,Virtual Machines,DS4_V2,Windows,CNY,ANNUAL,13017,1,CN EAST 2
Azure,Virtual Machines,DS4_V2,Windows,CNY,ANNUAL,13017,1,CN NORTH 2
Azure,Virtual Machines,DS5_V2,Linux,CNY,ANNUAL,67558.17474,,CN EAST 2
Azure,Virtual Machines,DS5_V2,Linux,CNY,ANNUAL,67558.17474,,CN NORTH 2
Azure,Virtual Machines,DS5_V2,Linux,CNY,ANNUAL,17891.28,1,CN EAST 2
Azure,Virtual Machines,DS5_V2,Linux,CNY,ANNUAL,17891.28,1,CN NORTH 2
Azure,Virtual Machines,DS5_V2,Windows,CNY,ANNUAL,70783.9965,,CN EAST 2
Azure,Virtual Machines,DS5_V2,Windows,CNY,ANNUAL,70783.9965,,CN NORTH 2
Azure,Virtual Machines,DS5_V2,Windows,CNY,ANNUAL,25132.32,1,CN EAST 2
Azure,Virtual Machines,DS5_V2,Windows,CNY,ANNUAL,25132.32,1,CN NORTH 2
Azure,Virtual Machines,E16-4DS_V4,Linux,CNY,ANNUAL,72405.6732,,CN EAST 2
Azure,Virtual Machines,E16-4DS_V4,Linux,CNY,ANNUAL,72405.6732,,CN NORTH 2
Azure,Virtual Machines,E16-4DS_V4,Windows,CNY,ANNUAL,108696.168,,CN EAST 2
Azure,Virtual Machines,E16-4DS_V4,Windows,CNY,ANNUAL,108696.168,,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,61921.75248,,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,61921.75248,,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,17985.9996,1,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,17985.9996,1,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,10332.9996,3,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Linux,CNY,ANNUAL,10332.9996,3,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,98089.5258,,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,98089.5258,,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,62124,1,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,62124,1,CN NORTH 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,54471.6672,3,CN EAST 2
Azure,Virtual Machines,E16-4S_V4,Windows,CNY,ANNUAL,54471.6672,3,CN NORTH 2
Azure,Virtual Machines,E16-8DS_V4,Linux,CNY,ANNUAL,72405.6732,,CN EAST 2
Azure,Virtual Machines,E16-8DS_V4,Linux,CNY,ANNUAL,72405.6732,,CN NORTH 2
Azure,Virtual Machines,E16-8DS_V4,Windows,CNY,ANNUAL,108696.168,,CN EAST 2
Azure,Virtual Machines,E16-8DS_V4,Windows,CNY,ANNUAL,108696.168,,CN NORTH 2
