vendor,service_name,UPPER(sku),os_type,currency,billing_type,unit_price,reservation_term,azure_region
Azure,Virtual Machines,D16D_V4,Windows,CNY,ANNUAL,54301.3332,3,CN EAST 2
Azure,Virtual Machines,D16D_V4,Windows,CNY,ANNUAL,54301.3332,3,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,58099.85496,,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,58099.85496,,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,17883.996,1,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,17883.996,1,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,10162.668,3,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Linux,CNY,ANNUAL,10162.668,3,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,94320.2232,,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,94320.2232,,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,62023.0008,1,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,62023.0008,1,CN NORTH 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,54301.3332,3,CN EAST 2
Azure,Virtual Machines,D16DS_V4,Windows,CNY,ANNUAL,54301.3332,3,CN NORTH 2
Azure,Virtual Machines,D16S_V3,Linux,CNY,ANNUAL,47510.7444,,CN EAST 2
Azure,Virtual Machines,D16S_V3,Linux,CNY,ANNUAL,47510.7444,,CN NORTH 2
Azure,Virtual Machines,D16S_V3,Linux,CNY,ANNUAL,14025.96,1,CN EAST 2
Azure,Virtual Machines,D16S_V3,Linux,CNY,ANNUAL,14025.96,1,CN NORTH 2
Azure,Virtual Machines,D16S_V3,Windows,CNY,ANNUAL,83275.29,,CN EAST 2
Azure,Virtual Machines,D16S_V3,Windows,CNY,ANNUAL,83275.29,,CN NORTH 2
Azure,Virtual Machines,D16S_V3,Windows,CNY,ANNUAL,42448.2,1,CN EAST 2
Azure,Virtual Machines,D16S_V3,Windows,CNY,ANNUAL,42448.2,1,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,47528.27604,,CN EAST 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,47528.27604,,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,13761.996,1,CN EAST 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,13761.996,1,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,7929.336,3,CN EAST 2
Azure,Virtual Machines,D16S_V4,Linux,CNY,ANNUAL,7929.336,3,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,83713.581,,CN EAST 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,83713.581,,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,57900.9996,1,CN EAST 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,57900.9996,1,CN NORTH 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,52068,3,CN EAST 2
Azure,Virtual Machines,D16S_V4,Windows,CNY,ANNUAL,52068,3,CN NORTH 2
Azure,Virtual Machines,D1_V2,Linux,CNY,ANNUAL,4051.562004,,CN EAST 2
Azure,Virtual Machines,D1_V2,Linux,CNY,ANNUAL,4051.562004,,CN NORTH 2
Azure,Virtual Machines,D1_V2,Linux,CNY,ANNUAL,1073.04,1,CN EAST 2
Azure,Virtual Machines,D1_V2,Linux,CNY,ANNUAL,1073.04,1,CN NORTH 2
Azure,Virtual Machines,D1_V2,Windows,CNY,ANNUAL,4382.91,,CN EAST 2
Azure,Virtual Machines,D1_V2,Windows,CNY,ANNUAL,4382.91,,CN NORTH 2
Azure,Virtual Machines,D1_V2,Windows,CNY,ANNUAL,1553.4,1,CN EAST 2
Azure,Virtual Machines,D1_V2,Windows,CNY,ANNUAL,1553.4,1,CN NORTH 2
Azure,Virtual Machines,D2_V2,Linux,CNY,ANNUAL,8432.71884,,CN EAST 2
Azure,Virtual Machines,D2_V2,Linux,CNY,ANNUAL,8432.71884,,CN NORTH 2
Azure,Virtual Machines,D2_V2,Linux,CNY,ANNUAL,2233.56,1,CN EAST 2
Azure,Virtual Machines,D2_V2,Linux,CNY,ANNUAL,2233.56,1,CN NORTH 2
Azure,Virtual Machines,D2_V2,Windows,CNY,ANNUAL,9177.81354,,CN EAST 2
Azure,Virtual Machines,D2_V2,Windows,CNY,ANNUAL,9177.81354,,CN NORTH 2
Azure,Virtual Machines,D2_V2,Windows,CNY,ANNUAL,3258.72,1,CN EAST 2
Azure,Virtual Machines,D2_V2,Windows,CNY,ANNUAL,3258.72,1,CN NORTH 2
Azure,Virtual Machines,D2_V3,Linux,CNY,ANNUAL,5873.0994,,CN EAST 2
Azure,Virtual Machines,D2_V3,Linux,CNY,ANNUAL,5873.0994,,CN NORTH 2
Azure,Virtual Machines,D2_V3,Linux,CNY,ANNUAL,1752.96,1,CN EAST 2
Azure,Virtual Machines,D2_V3,Linux,CNY,ANNUAL,1752.96,1,CN NORTH 2
Azure,Virtual Machines,D2_V3,Windows,CNY,ANNUAL,10256.0094,,CN EAST 2
Azure,Virtual Machines,D2_V3,Windows,CNY,ANNUAL,10256.0094,,CN NORTH 2
Azure,Virtual Machines,D2_V3,Windows,CNY,ANNUAL,5263.8,1,CN EAST 2
Azure,Virtual Machines,D2_V3,Windows,CNY,ANNUAL,5263.8,1,CN NORTH 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,5943.22596,,CN EAST 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,5943.22596,,CN NORTH 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,1719.996,1,CN EAST 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,1719.996,1,CN NORTH 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,990.996,3,CN EAST 2
Azure,Virtual Machines,D2_V4,Linux,CNY,ANNUAL,990.996,3,CN NORTH 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,11465.69256,,CN EAST 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,11465.69256,,CN NORTH 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,7238.0004,1,CN EAST 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,7238.0004,1,CN NORTH 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,6508.3332,3,CN EAST 2
Azure,Virtual Machines,D2_V4,Windows,CNY,ANNUAL,6508.3332,3,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,7240.56732,,CN EAST 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,7240.56732,,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,2235.996,1,CN EAST 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,2235.996,1,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,1270.332,3,CN EAST 2
Azure,Virtual Machines,D2D_V4,Linux,CNY,ANNUAL,1270.332,3,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,11807.55954,,CN EAST 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,11807.55954,,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,7752.9996,1,CN EAST 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,7752.9996,1,CN NORTH 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,6787.6668,3,CN EAST 2
Azure,Virtual Machines,D2D_V4,Windows,CNY,ANNUAL,6787.6668,3,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,7240.56732,,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,7240.56732,,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,2235.996,1,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,2235.996,1,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,1270.332,3,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Linux,CNY,ANNUAL,1270.332,3,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,11807.55954,,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,11807.55954,,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,7752.9996,1,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,7752.9996,1,CN NORTH 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,6787.6668,3,CN EAST 2
Azure,Virtual Machines,D2DS_V4,Windows,CNY,ANNUAL,6787.6668,3,CN NORTH 2
Azure,Virtual Machines,D2S_V3,Linux,CNY,ANNUAL,5873.0994,,CN EAST 2
Azure,Virtual Machines,D2S_V3,Linux,CNY,ANNUAL,5873.0994,,CN NORTH 2
Azure,Virtual Machines,D2S_V3,Linux,CNY,ANNUAL,1752.96,1,CN EAST 2
Azure,Virtual Machines,D2S_V3,Linux,CNY,ANNUAL,1752.96,1,CN NORTH 2
Azure,Virtual Machines,D2S_V3,Windows,CNY,ANNUAL,10256.0094,,CN EAST 2
Azure,Virtual Machines,D2S_V3,Windows,CNY,ANNUAL,10256.0094,,CN NORTH 2
Azure,Virtual Machines,D2S_V3,Windows,CNY,ANNUAL,5263.8,1,CN EAST 2
Azure,Virtual Machines,D2S_V3,Windows,CNY,ANNUAL,5263.8,1,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,5953.744944,,CN EAST 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,5953.744944,,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,1719.996,1,CN EAST 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,1719.996,1,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,990.996,3,CN EAST 2
Azure,Virtual Machines,D2S_V4,Linux,CNY,ANNUAL,990.996,3,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,10466.38908,,CN EAST 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,10466.38908,,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,7238.0004,1,CN EAST 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,7238.0004,1,CN NORTH 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,6508.3332,3,CN EAST 2
Azure,Virtual Machines,D2S_V4,Windows,CNY,ANNUAL,6508.3332,3,CN NORTH 2
Azure,Virtual Machines,D32_V3,Linux,CNY,ANNUAL,94933.8306,,CN EAST 2
Azure,Virtual Machines,D32_V3,Linux,CNY,ANNUAL,94933.8306,,CN NORTH 2
Azure,Virtual Machines,D32_V3,Linux,CNY,ANNUAL,28051.8,1,CN EAST 2
Azure,Virtual Machines,D32_V3,Linux,CNY,ANNUAL,28051.8,1,CN NORTH 2
Azure,Virtual Machines,D32_V3,Windows,CNY,ANNUAL,166550.58,,CN EAST 2
Azure,Virtual Machines,D32_V3,Windows,CNY,ANNUAL,166550.58,,CN NORTH 2
Azure,Virtual Machines,D32_V3,Windows,CNY,ANNUAL,84854.28,1,CN EAST 2
Azure,Virtual Machines,D32_V3,Windows,CNY,ANNUAL,84854.28,1,CN NORTH 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,95021.4888,,CN EAST 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,95021.4888,,CN NORTH 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,27524.004,1,CN EAST 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,27524.004,1,CN NORTH 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,15858.336,3,CN EAST 2
Azure,Virtual Machines,D32_V4,Linux,CNY,ANNUAL,15858.336,3,CN NORTH 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,183380.9544,,CN EAST 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,183380.9544,,CN NORTH 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,115802.0004,1,CN EAST 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,115802.0004,1,CN NORTH 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,104135.6664,3,CN EAST 2
Azure,Virtual Machines,D32_V4,Windows,CNY,ANNUAL,104135.6664,3,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,116147.115,,CN EAST 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,116147.115,,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,35769,1,CN EAST 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,35769,1,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,20325.336,3,CN EAST 2
Azure,Virtual Machines,D32D_V4,Linux,CNY,ANNUAL,20325.336,3,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,188552.7882,,CN EAST 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,188552.7882,,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,124046.0004,1,CN EAST 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,124046.0004,1,CN NORTH 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,108602.6664,3,CN EAST 2
Azure,Virtual Machines,D32D_V4,Windows,CNY,ANNUAL,108602.6664,3,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,116147.115,,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,116147.115,,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,35769,1,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,35769,1,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,20325.336,3,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Linux,CNY,ANNUAL,20325.336,3,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,188552.7882,,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,188552.7882,,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,124046.0004,1,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,124046.0004,1,CN NORTH 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,108602.6664,3,CN EAST 2
Azure,Virtual Machines,D32DS_V4,Windows,CNY,ANNUAL,108602.6664,3,CN NORTH 2
Azure,Virtual Machines,D32S_V3,Linux,CNY,ANNUAL,94933.8306,,CN EAST 2
Azure,Virtual Machines,D32S_V3,Linux,CNY,ANNUAL,94933.8306,,CN NORTH 2
Azure,Virtual Machines,D32S_V3,Linux,CNY,ANNUAL,28051.8,1,CN EAST 2
Azure,Virtual Machines,D32S_V3,Linux,CNY,ANNUAL,28051.8,1,CN NORTH 2
Azure,Virtual Machines,D32S_V3,Windows,CNY,ANNUAL,166550.58,,CN EAST 2
Azure,Virtual Machines,D32S_V3,Windows,CNY,ANNUAL,166550.58,,CN NORTH 2
Azure,Virtual Machines,D32S_V3,Windows,CNY,ANNUAL,84854.28,1,CN EAST 2
Azure,Virtual Machines,D32S_V3,Windows,CNY,ANNUAL,84854.28,1,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,95021.4888,,CN EAST 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,95021.4888,,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,27524.004,1,CN EAST 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,27524.004,1,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,15858.336,3,CN EAST 2
Azure,Virtual Machines,D32S_V4,Linux,CNY,ANNUAL,15858.336,3,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,167427.162,,CN EAST 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,167427.162,,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,115802.0004,1,CN EAST 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,115802.0004,1,CN NORTH 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,104135.6664,3,CN EAST 2
Azure,Virtual Machines,D32S_V4,Windows,CNY,ANNUAL,104135.6664,3,CN NORTH 2
Azure,Virtual Machines,D3_V2,Linux,CNY,ANNUAL,16865.43768,,CN EAST 2
Azure,Virtual Machines,D3_V2,Linux,CNY,ANNUAL,16865.43768,,CN NORTH 2
Azure,Virtual Machines,D3_V2,Linux,CNY,ANNUAL,4467.36,1,CN EAST 2
Azure,Virtual Machines,D3_V2,Linux,CNY,ANNUAL,4467.36,1,CN NORTH 2
Azure,Virtual Machines,D3_V2,Windows,CNY,ANNUAL,18355.62708,,CN EAST 2
Azure,Virtual Machines,D3_V2,Windows,CNY,ANNUAL,18355.62708,,CN NORTH 2
Azure,Virtual Machines,D3_V2,Windows,CNY,ANNUAL,6508.44,1,CN EAST 2
Azure,Virtual Machines,D3_V2,Windows,CNY,ANNUAL,6508.44,1,CN NORTH 2
Azure,Virtual Machines,D48_V3,Linux,CNY,ANNUAL,142567.2965,,CN EAST 2
Azure,Virtual Machines,D48_V3,Linux,CNY,ANNUAL,142567.2965,,CN NORTH 2
Azure,Virtual Machines,D48_V3,Linux,CNY,ANNUAL,42077.76,1,CN EAST 2
Azure,Virtual Machines,D48_V3,Linux,CNY,ANNUAL,42077.76,1,CN NORTH 2
Azure,Virtual Machines,D48_V3,Windows,CNY,ANNUAL,250071.313,,CN EAST 2
Azure,Virtual Machines,D48_V3,Windows,CNY,ANNUAL,250071.313,,CN NORTH 2
Azure,Virtual Machines,D48_V3,Windows,CNY,ANNUAL,120136.44,1,CN EAST 2
Azure,Virtual Machines,D48_V3,Windows,CNY,ANNUAL,120136.44,1,CN NORTH 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,142532.2332,,CN EAST 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,142532.2332,,CN NORTH 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,41286,1,CN EAST 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,41286,1,CN NORTH 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,23787.672,3,CN EAST 2
Azure,Virtual Machines,D48_V4,Linux,CNY,ANNUAL,23787.672,3,CN NORTH 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,275071.4316,,CN EAST 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,275071.4316,,CN NORTH 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,173702.0004,1,CN EAST 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,173702.0004,1,CN NORTH 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,156203.6664,3,CN EAST 2
Azure,Virtual Machines,D48_V4,Windows,CNY,ANNUAL,156203.6664,3,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,174176.8434,,CN EAST 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,174176.8434,,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,53652.996,1,CN EAST 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,53652.996,1,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,30488.004,3,CN EAST 2
Azure,Virtual Machines,D48D_V4,Linux,CNY,ANNUAL,30488.004,3,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,282873.0114,,CN EAST 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,282873.0114,,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,186069,1,CN EAST 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,186069,1,CN NORTH 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,162903.9996,3,CN EAST 2
Azure,Virtual Machines,D48D_V4,Windows,CNY,ANNUAL,162903.9996,3,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,174176.8434,,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,174176.8434,,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,53652.996,1,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,53652.996,1,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,30488.004,3,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Linux,CNY,ANNUAL,30488.004,3,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,282873.0114,,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,282873.0114,,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,186069,1,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,186069,1,CN NORTH 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,162903.9996,3,CN EAST 2
Azure,Virtual Machines,D48DS_V4,Windows,CNY,ANNUAL,162903.9996,3,CN NORTH 2
Azure,Virtual Machines,D48S_V3,Linux,CNY,ANNUAL,142567.2965,,CN EAST 2
Azure,Virtual Machines,D48S_V3,Linux,CNY,ANNUAL,142567.2965,,CN NORTH 2
Azure,Virtual Machines,D48S_V3,Linux,CNY,ANNUAL,42077.76,1,CN EAST 2
Azure,Virtual Machines,D48S_V3,Linux,CNY,ANNUAL,42077.76,1,CN NORTH 2
Azure,Virtual Machines,D48S_V3,Windows,CNY,ANNUAL,250071.313,,CN EAST 2
Azure,Virtual Machines,D48S_V3,Windows,CNY,ANNUAL,250071.313,,CN NORTH 2
Azure,Virtual Machines,D48S_V3,Windows,CNY,ANNUAL,120136.44,1,CN EAST 2
Azure,Virtual Machines,D48S_V3,Windows,CNY,ANNUAL,120136.44,1,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,142532.2332,,CN EAST 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,142532.2332,,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,41286,1,CN EAST 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,41286,1,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,23787.672,3,CN EAST 2
Azure,Virtual Machines,D48S_V4,Linux,CNY,ANNUAL,23787.672,3,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,251140.743,,CN EAST 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,251140.743,,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,173702.0004,1,CN EAST 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,173702.0004,1,CN NORTH 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,156203.6664,3,CN EAST 2
Azure,Virtual Machines,D48S_V4,Windows,CNY,ANNUAL,156203.6664,3,CN NORTH 2
Azure,Virtual Machines,D4_V2,Linux,CNY,ANNUAL,33897.42594,,CN EAST 2
Azure,Virtual Machines,D4_V2,Linux,CNY,ANNUAL,33897.42594,,CN NORTH 2
Azure,Virtual Machines,D4_V2,Linux,CNY,ANNUAL,8978.52,1,CN EAST 2
Azure,Virtual Machines,D4_V2,Linux,CNY,ANNUAL,8978.52,1,CN NORTH 2
Azure,Virtual Machines,D4_V2,Windows,CNY,ANNUAL,36798.91236,,CN EAST 2
Azure,Virtual Machines,D4_V2,Windows,CNY,ANNUAL,36798.91236,,CN NORTH 2
Azure,Virtual Machines,D4_V2,Windows,CNY,ANNUAL,13017,1,CN EAST 2
Azure,Virtual Machines,D4_V2,Windows,CNY,ANNUAL,13017,1,CN NORTH 2
Azure,Virtual Machines,D4_V3,Linux,CNY,ANNUAL,11833.857,,CN EAST 2
Azure,Virtual Machines,D4_V3,Linux,CNY,ANNUAL,11833.857,,CN NORTH 2
Azure,Virtual Machines,D4_V3,Linux,CNY,ANNUAL,3507,1,CN EAST 2
Azure,Virtual Machines,D4_V3,Linux,CNY,ANNUAL,3507,1,CN NORTH 2
Azure,Virtual Machines,D4_V3,Windows,CNY,ANNUAL,20774.9934,,CN EAST 2
Azure,Virtual Machines,D4_V3,Windows,CNY,ANNUAL,20774.9934,,CN NORTH 2
Azure,Virtual Machines,D4_V3,Windows,CNY,ANNUAL,10611.96,1,CN EAST 2
Azure,Virtual Machines,D4_V3,Windows,CNY,ANNUAL,10611.96,1,CN NORTH 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,11886.45192,,CN EAST 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,11886.45192,,CN NORTH 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,3441,1,CN EAST 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,3441,1,CN NORTH 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,1982.328,3,CN EAST 2
Azure,Virtual Machines,D4_V4,Linux,CNY,ANNUAL,1982.328,3,CN NORTH 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,22913.85348,,CN EAST 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,22913.85348,,CN NORTH 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,14475,1,CN EAST 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,14475,1,CN NORTH 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,13017,3,CN EAST 2
Azure,Virtual Machines,D4_V4,Windows,CNY,ANNUAL,13017,3,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,14533.72956,,CN EAST 2
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,14533.72956,,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,4470.996,1,CN EAST 2
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,4470.996,1,CN NORTH 2
Azure,Virtual Machines,D4D_V4,Linux,CNY,ANNUAL,2540.664,3,CN EAST 2
